LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0000896779-0001-7,DENNIS MAO,MAO/MAO FOODS,1839 E 42ND STREET,LOS ANGELES,90058-1531,1839 42ND 90058,,,,424400.0,Grocery & related products,9,,,"(34.0059, -118.2404)",34.0059,-118.2404
0000655414-0001-4,ROGELID MONZON,,746 S CENTRAL AVENUE #276,LOS ANGELES,90021-1533,746 CENTRAL 90021,,,,445230.0,Fruit & vegetable markets,14,05/09/2002,,"(34.0354, -118.2421)",34.0354,-118.2421
0000436007-0001-5,SIMPLY NUTS AND RAISINS COMPANY INC,,22114 S VERMONT AVENUE #105,TORRANCE,90502-2161,22114 VERMONT 90502-2161,,,,445230.0,Fruit & vegetable markets,0,,,"(33.8263, -118.2902)",33.8263,-118.2902
0000646337-0001-8,"S/M ALPINE INTERNATIONAL, INC",CASA BLANCA PRODUCE MARKET,2020 E OLYMPIC BLVD,LOS ANGELES,90021-2424,2020 OLYMPIC 90021-2424,,,,445230.0,Fruit & vegetable markets,14,,,"(34.0269, -118.2365)",34.0269,-118.2365
0000046194-0001-7,FRANK NICHOLAS D'AMBRA,THE KILLER COCOA COMPANY,3760 CAHUENGA BLVD,STUDIO CITY,91604-3578,3760 CAHUENGA 91604-3578,POST OFFICE BOX #46093,LOS ANGELES,90046-0093,424400.0,Grocery & related products,4,09/11/2001,,"(34.1358, -118.3619)",34.1358,-118.3619
0000110788-0001-3,FARAON FOODS,,245 BALDWIN PARK BLVD,CITY OF INDUSTRY,91746-1404,245 BALDWIN PARK 91746-1404,,,,424400.0,Grocery & related products,0,,,"(34.0519, -117.9968)",34.0519,-117.9968
0000992425-0001-2,VINCE LAURO,ENDURANCE 613-302,73 BERTH,SAN PEDRO,90731-4433,73 BERTH 90731,,,,424400.0,Grocery & related products,15,,,"(33.7296, -118.2751)",33.7296,-118.2751
0000426474-0001-3,FULL SERVICE DELI DISTRIBUTORS,,6363 KNOTT AVENUE,BUENA PARK,90620-1021,6363 KNOTT 90620,,,,424400.0,Grocery & related products,0,,,"(33.8676, -118.0113)",33.8676,-118.0113
0000435699-0001-9,FORMAX INC,R & R SEAFOOD,1500 E OLYMPIC BLVD,LOS ANGELES,90021-1900,1500 OLYMPIC 90021,,,,424400.0,Grocery & related products,14,,,"(34.0306, -118.2425)",34.0306,-118.2425
0000740509-0001-4,REYNALDO ALVARADO/DELIA SANCHEZ,JAGUAR PRODUCE,1400 E OLYMPIC BLVD #E,LOS ANGELES,90021-1937,1400 OLYMPIC 90021-1937,,,,445230.0,Fruit & vegetable markets,14,,,"(34.0312, -118.2432)",34.0312,-118.2432
0000485523-0001-0,SERGIO PORTILLO,,15321 SATICOY STREET,VAN NUYS,91406-3345,15321 SATICOY 91406-3345,,,,424400.0,Grocery & related products,6,09/12/1997,,"(34.2084, -118.4669)",34.2084,-118.4669
0000380654-0001-1,ALBERT CHOPPY,CHOPPY PRODUCE,779 S CENTRAL AVENUE,LOS ANGELES,90021-1507,779 CENTRAL 90021-1507,,,,445230.0,Fruit & vegetable markets,14,,,"(34.0348, -118.2425)",34.0348,-118.2425
0000435854-0001-8,TRIUNFO MEX INC,,13886 NELSON AVENUE,CITY OF INDUSTRY,91746-2050,13886 NELSON 91746-2050,,,,424400.0,Grocery & related products,0,,,"(34.0447, -117.9827)",34.0447,-117.9827
0000098795-0001-7,SHARMEENS ENTERPRISES INC,SHORT STOP 26,12861 VANOWEN STREET,N HOLLYWOOD,91605-5219,12861 VANOWEN 91605-5219,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,,,"(34.1939, -118.413)",34.1939,-118.413
0000163642-0001-7,REYNALDO R ROMERO,THREE D MARKET,1380 W SUNSET BLVD,LOS ANGELES,90026-4450,1380 SUNSET 90026-4450,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,05/06/1998,,"(34.0737, -118.2516)",34.0737,-118.2516
0000180302-0001-9,MARTIN SANCHEZ,,754 WALL STREET #50-BX42,LOS ANGELES,90014-2344,754 WALL 90014-2344,1345 W 58TH PLACE,LOS ANGELES,90044-2803,424400.0,Grocery & related products,14,09/01/2004,,"(34.0409, -118.2494)",34.0409,-118.2494
0000594771-0001-0,IRWIN NATURALS,,5310 BEETHOVEN STREET,LOS ANGELES,90066-7015,5310 BEETHOVEN 90066-7015,,,,424400.0,Grocery & related products,11,10/02/2001,,"(33.9789, -118.4227)",33.9789,-118.4227
0000299887-0001-9,V MARKET,,456 N FAIRFAX AVENUE,LOS ANGELES,90036-1717,456 FAIRFAX 90036-1717,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,,,"(34.0796, -118.3614)",34.0796,-118.3614
0000310969-0001-8,MANUEL GARCIA,GRECOS MARKET,4534 EAGLE ROCK BLVD,LOS ANGELES,90041-3215,4534 EAGLE ROCK 90041,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,,,"(34.1264, -118.2185)",34.1264,-118.2185
0000189909-0001-5,RICARDO JUAREZ,LAURA'S PRODUCE,1925 E OLYMPIC BLVD,LOS ANGELES,90021-2421,1925 OLYMPIC 90021,,,,445230.0,Fruit & vegetable markets,14,,,"(34.0272, -118.2377)",34.0272,-118.2377
0000101542-0007-5,SEES CANDY SHOPS INC,SEE'S CANDY,3423 S LA CIENEGA BLVD,LOS ANGELES,90016-4401,3423 LA CIENEGA 90016-4401,210 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080-5968,424400.0,Grocery & related products,10,01/10/1984,,"(34.026, -118.3721)",34.026,-118.3721
0000739564-0001-2,THE GREEN CONNECTION INC,,746 MARKET COURT #B273,LOS ANGELES,90021-1103,746 MARKET 90021-1103,,,,445230.0,Fruit & vegetable markets,14,,,"(34.0347, -118.2416)",34.0347,-118.2416
0000238165-0001-0,KIM SENG COMPANY /C,KIM SENG TRADING CO,1561 CHAPIN ROAD,MONTEBELLO,90640-6626,1561 CHAPIN 90640-6626,,,,424400.0,Grocery & related products,0,,,"(33.9795, -118.1195)",33.9795,-118.1195
0000554496-0016-8,TRADER JOE'S CO,,8000 W SUNSET BLVD SUITE #C120,LOS ANGELES,90046-2443,8000 SUNSET 90046-2443,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,03/13/2009,,"(34.098, -118.3644)",34.098,-118.3644
0002879166-0001-9,ZOVK INC.,,11009   BURBANK BLVD   #125,NORTH HOLLYWOOD,91601-2480,11009 BURBANK 91601-2480,,,,424400.0,Grocery & related products,2,01/07/2016,,"(34.1726, -118.3707)",34.1726,-118.3707
0000554496-0014-1,TRADER JOE'S CO,TRADER JOE'S #209,21054 CLARENDON STREET,WOODLAND HILLS,91364-4545,21054 CLARENDON 91364-4545,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,04/01/2008,,"(34.1679, -118.5909)",34.1679,-118.5909
0000554496-0004-4,TRADER JOE'S CO,TRADER JOE'S #49,14119 RIVERSIDE DRIVE,SHERMAN OAKS,91423-2312,14119 RIVERSIDE 91423-2312,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,08/01/1973,,"(34.1576, -118.4409)",34.1576,-118.4409
0000132234-0001-3,EVELYN & BROTHERS INC,NUMERO UNO RANCHO MARKET #6,4225 MONTCLAIR STREET,LOS ANGELES,90018-2256,4225 MONTCLAIR 90018-2256,4225 MONTCLAIR STREET,LOS ANGELES,90018-2256,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,04/01/2004,,"(34.0325, -118.3327)",34.0325,-118.3327
0000554496-0001-0,TRADER JOE'S CO,TRADER JOE'S D#7,10850 NATIONAL BLVD,LOS ANGELES,90064-4123,10850 NATIONAL 90064-4123,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,01/01/1960,,"(34.0302, -118.4216)",34.0302,-118.4216
0000554496-0012-5,TRADER JOE'S CO,TRADER JOES #122,11976 VENTURA BLVD,STUDIO CITY,91604-2606,11976 VENTURA 91604-2606,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,10/16/2001,,"(34.1435, -118.3926)",34.1435,-118.3926
0002874444-0001-1,CARLOS G SALAZAR,COGESER CORP,13722   BRANFORD STREET,ARLETA,91331-6221,13722 BRANFORD 91331-6221,,,,424400.0,Grocery & related products,6,02/01/2016,,"(34.2275, -118.431)",34.2275,-118.431
0000554496-0008-7,TRADER JOE'S CO,TRADER JOES #17,2738 HYPERION AVENUE,LOS ANGELES,90027-3002,2738 HYPERION 90027-3002,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,11/01/1991,,"(34.1072, -118.2721)",34.1072,-118.2721
0002484954-0001-0,ERNESTO ANDRADE,CENTRAL FISH MARKET,5407 S CENTRAL AVENUE,LOS ANGELES,90011-4727,5407 CENTRAL 90011-4727,,,,445220.0,Fish & seafood markets,9,01/01/2010,,"(33.9932, -118.2564)",33.9932,-118.2564
0000554496-0005-2,TRADER JOE'S CO,TRADER JOES #44,11114 BALBOA BLVD,GRANADA HILLS,91344-4203,11114 BALBOA 91344-4203,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,10/24/1983,,"(34.2722, -118.5022)",34.2722,-118.5022
0000554496-0002-8,TRADER JOE'S CO,TRADER JOES MARKET #55,1566 COLORADO BLVD,LOS ANGELES,90041-1441,1566 COLORADO 90041-1441,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,09/01/1969,,"(34.1395, -118.2001)",34.1395,-118.2001
0002879464-0001-4,SUNG IL MEAT CO INC,,355 S WESTERN AVENUE   #101,LOS ANGELES,90020-3804,355 WESTERN 90020-3804,3435   WILSHIRE BLVD   SUITE #1040,LOS ANGELES,90010-1919,424400.0,Grocery & related products,10,12/01/2015,,"(34.0675, -118.3095)",34.0675,-118.3095
0000049672-0001-3,JAROSLAV/RENEE HEMELKA,"J & R PORT TRADING, INC",2239 STONEWOOD COURT,SAN PEDRO,90732-1344,2239 STONEWOOD 90732-1344,,,,424400.0,Grocery & related products,15,06/01/2000,,"(33.7648, -118.3078)",33.7648,-118.3078
0000285302-0002-9,MITSUWA CORPORATION,,3760 S CENTINELA AVENUE,LOS ANGELES,90066-3126,3760 CENTINELA 90066-3126,1815 W 213TH STREET #235,TORRANCE,90501-2825,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,06/13/1992,,"(34.0042, -118.434)",34.0042,-118.434
0000554496-0018-4,TRADER JOE'S CO,TRADER JOES COMPANY #206,1600 VINE STREET,LOS ANGELES,90028-8818,1600 VINE 90028-8818,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,05/21/2010,,"(34.0998, -118.3266)",34.0998,-118.3266
0000554496-0020-6,TRADER JOE'S CO,TRADER JOE'S #237,8500 BURTON WAY SUITE #100,LOS ANGELES,90048-3306,8500 BURTON 90048-3306,POST OFFICE BOX #8000,MONSEY,10952-8505,424400.0,Grocery & related products,5,10/12/2012,,"(34.0715, -118.3769)",34.0715,-118.3769
0000564954-0001-3,TIP MINI MARKET INC,TIP MINI MARKET,7300   TOPANGA CANYON BLVD,CANOGA PARK,91303-3333,7300 TOPANGA CANYON 91303-3333,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,10/01/2000,,"(34.2031, -118.6055)",34.2031,-118.6055
0002873930-0001-2,JOSE PRADO,PRADOS PRODUCE,9326 SUNLAND PARK DRIVE #201,SUN VALLEY,91352-1611,9326 SUNLAND PARK 91352-1611,,,,424400.0,Grocery & related products,7,12/21/2015,,"(34.2387, -118.3666)",34.2387,-118.3666
0002576550-0001-2,CHIGANI CO. INC.,FOOTHILL MARKET AND DELI,7802 FOOTHILL BLVD UNIT #B,SUNLAND,91040-2993,7802 FOOTHILL 91040-2993,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,09/08/2011,,"(34.2591, -118.3028)",34.2591,-118.3028
0002879185-0001-1,BUNCH MUNCH,BUNCH MUNCH,330 S HARVARD BLVD   UNIT #301,LOS ANGELES,90020-6313,330 HARVARD 90020-6313,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,01/04/2016,,"(34.0679, -118.3037)",34.0679,-118.3037
0000624363-0001-3,OSCAR TRUJILLO SERRATOS,OSCAR TRUJILLO'S PRODUCE,141 SAN PASCUAL AVENUE APARTMENT #5,LOS ANGELES,90042-3763,141 SAN PASCUAL 90042-3763,145  1/2   SAN PASCUAL AVENUE,LOS ANGELES,90042-3743,445230.0,Fruit & vegetable markets,14,02/01/2001,,"(34.1138, -118.1786)",34.1138,-118.1786
0000554496-0006-1,TRADER JOE'S CO,TRADER JOES NO 33,8645 S SEPULVEDA BLVD,LOS ANGELES,90045-4001,8645 SEPULVEDA 90045-4001,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,10/30/1979,,"(33.9592, -118.3962)",33.9592,-118.3962
0002876446-0001-4,KIL SOO KIM,SAN PEDRO MARKET,968 S SAN PEDRO STREET,LOS ANGELES,90015-1824,968 SAN PEDRO 90015-1824,,,,424400.0,Grocery & related products,14,01/04/2016,,"(34.0362, -118.2513)",34.0362,-118.2513
0000554496-0010-9,TRADER JOE'S CO,TRADER JOE'S #31,263 S LA BREA AVENUE,LOS ANGELES,90036-3022,263 LA BREA 90036-3022,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,09/20/1996,,"(34.0696, -118.344)",34.0696,-118.344
0000671243-0001-8,BIMBO BAKERIES USA INC,BIMBO BAKERIES USA INC,9501 EL DORADO AVENUE,SUN VALLEY,91352-1340,9501 EL DORADO 91352-1340,100   HOLIDAY INN DRIVE,CAMBRIDGE ONTARIO N2C 0A1,-,424400.0,Grocery & related products,6,03/04/2002,,"(34.2409, -118.3986)",34.2409,-118.3986
0002876421-0001-4,JOSUE A PEREZ,LITTLE J'S MARKET,4719   MELROSE AVENUE,LOS ANGELES,90029-3327,4719 MELROSE 90029-3327,,,,445210.0,Meat markets,13,12/28/2015,,"(34.0837, -118.3035)",34.0837,-118.3035
0002118677-0001-4,LIVING FISH CENTER INC,,4356 BEVERLY BLVD,LOS ANGELES,90004-4444,4356 BEVERLY 90004-4444,,,,445210.0,Meat markets,10,05/10/2006,,"(34.0762, -118.3037)",34.0762,-118.3037
0002595710-0002-8,DANIEL AREGA DEMEKE,B SAVER DISCOUNT STORE,2206   BEVERLY BLVD   UNIT #B,LOS ANGELES,90057-2232,2206 BEVERLY 90057-2232,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,01/13/2016,,"(34.067, -118.2718)",34.067,-118.2718
0000394686-0001-7,LOS ANGELES POLICE RELIEF ASSOCIATION INC,,150 N LOS ANGELES,LOS ANGELES,90012-3302,150 LOS ANGELES 90012-3302,600 N GRAND AVENUE,LOS ANGELES,90012-2212,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,08/01/1955,,"(34.0515, -118.2413)",34.0515,-118.2413
0002880742-0001-3,TEZUKE LLC,,600   MILDRED AVENUE,VENICE,90291-4710,600 MILDRED 90291-4710,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,02/28/2016,,"(33.9869, -118.4646)",33.9869,-118.4646
0002874978-0001-1,GAJU MARKET CORPORATION,CALIFORNIA MARKET,450 S WESTERN AVENUE,LOS ANGELES,90020-4103,450 WESTERN 90020-4103,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2016,,"(34.0658, -118.3085)",34.0658,-118.3085
0002873447-0001-7,"LIM & LIM, INC.",THE PINK STORE,11320   MONA BLVD,LOS ANGELES,90059-,11320 MONA 90059,9465   GARDEN GROVE BLVD   SUITE #200,GARDEN GROVE,92844-,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,11/01/2015,,"(33.9315, -118.2307)",33.9315,-118.2307
0000406107-0001-4,"BAZAAR MARKET, INC",,6022 RESEDA BLVD,TARZANA,91356-1507,6022 RESEDA 91356-1507,6020 RESEDA BLVD,TARZANA,91356-1507,445230.0,Fruit & vegetable markets,3,01/25/1999,,"(34.1796, -118.536)",34.1796,-118.536
0000850706-0001-9,HYO YOON LEE/WOO SOON LEE,JUMBO MARKET,3337 DIVISION STREET,LOS ANGELES,90065-2701,3337 DIVISION 90065-2701,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,05/27/1992,,"(34.1048, -118.2309)",34.1048,-118.2309
0000554496-0007-9,TRADER JOE'S CO,TADER JOE'S #50,6751 FALLBROOK AVENUE,WEST HILLS,91307-3544,6751 FALLBROOK 91307-3544,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,01/01/1989,,"(34.1929, -118.6233)",34.1929,-118.6233
0000554496-0009-5,TRADER JOE'S CO,TRADER JOE'S #54,10130 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,10130 RIVERSIDE 91602-2532,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,09/20/1996,,"(34.1522, -118.3517)",34.1522,-118.3517
0002705577-0001-1,"VIRGINIA PRODUCE, INC.",,1500 E OLYMPIC BLVD UNIT #1,LOS ANGELES,90021-1967,1500 OLYMPIC 90021-1967,1500 E OLYMPIC BLVD UNIT #1,LOS ANGELES,90021-1967,424400.0,Grocery & related products,14,10/01/2013,,"(34.0306, -118.2425)",34.0306,-118.2425
0000798820-0001-5,JACMAR FOOD SERVICE DISTRIBUTION,JACMAR COMPANIES,300 BALDWIN PARK BLVD,CITY OF INDUSTRY,91746-1405,300 BALDWIN PARK 91746-1405,POST OFFICE BOX #2980,CITY OF INDUSTRY,91746-,424400.0,Grocery & related products,0,02/01/1967,,"(34.0533, -117.9954)",34.0533,-117.9954
0000146444-0001-9,HARVEST SENSATIONS LLC,PRO ACT SPECIALTIES,3030 E WASHINGTON BLVD,LOS ANGELES,90023-4220,3030 WASHINGTON 90023-4220,,,,445230.0,Fruit & vegetable markets,14,06/19/2000,,"(34.0159, -118.2152)",34.0159,-118.2152
0002768046-0001-4,CHRISTOPHER CURRALL,TRAITOR'S COVE,15038 HAYNES STREET,VAN NUYS,91411-1415,15038 HAYNES 91411-1415,,,,424400.0,Grocery & related products,6,08/08/2014,,"(34.1894, -118.4604)",34.1894,-118.4604
0000689029-0001-6,BILL'S LIQUOR SHOP INC,BILLS LIQUOR,11700 CULVER BLVD,LOS ANGELES,90066-6318,11700 CULVER 90066-6318,3435   WILSHIRE BLVD   SUITE #2220,LOS ANGELES,90010-2005,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,12/12/1988,,"(33.9984, -118.4148)",33.9984,-118.4148
0000554496-0019-2,TRADER JOE'S CO,TRADER JOE'S #240,175 S FAIRFAX AVENUE SUITE #E,LOS ANGELES,90036-2106,175 FAIRFAX 90036-2106,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,04/20/2012,,"(34.0724, -118.3614)",34.0724,-118.3614
0000554496-0015-0,TRADER JOE'S CO,,1000 GLENDON AVENUE,LOS ANGELES,90024-2908,1000 GLENDON 90024-2908,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,10/02/2008,,"(34.0625, -118.444)",34.0625,-118.444
0000956340-0009-8,BODEGA LATINA CORP,,310 E FLORENCE AVENUE,LOS ANGELES,90003-2232,310 FLORENCE 90003-2232,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,12/03/2015,,"(33.9744, -118.2691)",33.9744,-118.2691
0000554496-0011-7,TRADER JOE'S CO,TRADER JOE'S #119,3456 S SEPULVEDA BLVD,LOS ANGELES,90034-6010,3456 SEPULVEDA 90034-6010,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,10/16/2001,,"(34.0201, -118.4228)",34.0201,-118.4228
0002879084-0001-9,HRBS ENTERPRISES INC,7-ELEVEN STORE 34911B,945 W PACIFIC COAST HIGHWAY,WILMINGTON,90744-2561,945 PACIFIC COAST 90744-2561,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,01/26/2016,,"(33.7907, -118.2745)",33.7907,-118.2745
0002764553-0001-6,CATHY E KIM,YOUNG'S MARKET,1114 N ST ANDREWS PLACE,LOS ANGELES,90038-2970,1114 ST ANDREWS 90038-2970,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,07/16/2014,,"(34.0911, -118.3107)",34.0911,-118.3107
0002629194-0001-8,GENARO SANCHEZ,HERNANDEZ FLOWERS AND PARTY SUPPLY,3740 E OLYMPIC BLVD,LOS ANGELES,90023-3132,3740 OLYMPIC 90023-3132,,,,445210.0,Meat markets,14,04/01/2012,,"(34.0188, -118.1948)",34.0188,-118.1948
0002639081-0001-9,KAREN BAU,,1000 W 1ST STREET UNIT #130,SAN PEDRO,90731-1990,1000 1ST 90731-1990,3656 PINE AVENUE,LONG BEACH,90807-3843,424400.0,Grocery & related products,0,06/01/2012,,"(33.7433, -118.2993)",33.7433,-118.2993
0000780235-0001-8,SUNLAND PRODUCE INC,SUNLAND PRODUCE,8840 GLENOAKS BLVD,SUN VALLEY,91352-2836,8840 GLENOAKS 91352-2836,26500 W AGOURA BLVD   SUITE #207,CALABASAS,-,445230.0,Fruit & vegetable markets,6,10/17/1990,,"(34.2292, -118.3658)",34.2292,-118.3658
0002750801-0001-8,FISHERMAN'S PRIDE PROCESSORS INC,NEPTUNE FOODS,888 S WAYS STREET,TERMINAL ISLAND,90731-,888 WAYS 90731,,,,445220.0,Fish & seafood markets,15,03/27/2014,,"(33.738, -118.2657)",33.738,-118.2657
0002824716-0001-1,LISA YOO,SWEET MEDLEY,239 N ST ANDREWS PLACE UNIT #1,LOS ANGELES,90004-4055,239 ST ANDREWS 90004-4055,,,,424400.0,Grocery & related products,4,04/22/2015,,"(34.0758, -118.3117)",34.0758,-118.3117
0002846318-0001-5,MARIO G. ZUNIGA,ZUNIGA'S MARKET,3033 W 6TH STREET SUITE #102,LOS ANGELES,90020-1543,3033 6TH 90020-1543,3033 W 6TH STREET SUITE #102,LOS ANGELES,90020-1543,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,08/05/2015,,"(34.0636, -118.2874)",34.0636,-118.2874
0000165030-0001-0,GIUMARRA BROS FRUIT CO INC,,1601 E OLYMPIC BLVD #408,LOS ANGELES,90021-1943,1601 OLYMPIC 90021-1943,POST OFFICE BOX #861449,LOS ANGELES,90086-1449,445230.0,Fruit & vegetable markets,14,05/01/1950,,"(34.03, -118.2418)",34.03,-118.2418
0002879424-0001-0,TUNG PH LE,MS LE SEAFOOD,8342   BUCHANAN DRIVE,ANAHEIM,92804-6710,8342 BUCHANAN 92804-6710,,,,445220.0,Fish & seafood markets,0,01/08/2016,,"(33.7887, -117.9867)",33.7887,-117.9867
0000554496-0003-6,TRADER JOE'S CO,TRADER JOE'S #56,17640 BURBANK BLVD,ENCINO,91316-1725,17640 BURBANK 91316-1725,POST OFFICE BOX #8000,MONSEY,10952-8505,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,10/01/1970,,"(34.1722, -118.5175)",34.1722,-118.5175
0002866762-0001-1,MARIA HERNANDEZ,PURPLE FUNCTION MINI MARKET,3945 S VERMONT AVENUE,LOS ANGELES,90037-1936,3945 VERMONT 90037-1936,1023   LEIGHTON AVENUE   APARTMENT #4,LOS ANGELES,90037-1654,445210.0,Meat markets,9,11/09/2015,,"(34.0134, -118.2915)",34.0134,-118.2915
0002881448-0001-3,MAN HYO KIM & HAE RAN KIM,AMIGO LIQUOR,2601 W 7TH STREET,LOS ANGELES,90057-3803,2601 7TH 90057-3803,,,,424400.0,Grocery & related products,1,03/01/2016,,"(34.0592, -118.2825)",34.0592,-118.2825
0000014264-0001-1,"SELECT FRESH PRODUCE, INC.",SELECT FRESH PRODUCE,1215 E 8TH STREET,LOS ANGELES,90021-1513,1215 8TH 90021-1513,,,,445230.0,Fruit & vegetable markets,14,05/23/1992,,"(34.0344, -118.2443)",34.0344,-118.2443
0000386412-0001-5,ADRIAN MENDEZ,,10527 SAN FERNANDO ROAD,PACOIMA,91331-2624,10527 SAN FERNANDO 91331-2624,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,01/01/1997,,"(34.2611, -118.4168)",34.2611,-118.4168
0002487700-0002-7,IRENE MEZA GUEVARA,VANESSA'S PRODUCE,21827   LANARK STREET   #28,CANOGA PARK,91304-4067,21827 LANARK 91304-4067,,,,445230.0,Fruit & vegetable markets,3,11/05/2015,,"(34.2181, -118.6039)",34.2181,-118.6039
0002778624-0001-3,TOP QUALITY PRODUCE INC,,1995 E 20TH STREET UNIT #4,VERNON,90058-1000,1995 20TH 90058-1000,623 VINELAND AVENUE,LA PUENTE,91746-1912,445230.0,Fruit & vegetable markets,14,01/01/2015,,"(34.018, -118.2371)",34.018,-118.2371
0000017528-0001-1,JULIO FUENTES MENDOZA & ALICIA FUENTES,LA ALICIA MEAT MARKET,3114 E 4TH STREET,LOS ANGELES,90063-3103,3114 4TH 90063-3103,3114 E 4TH STREET,LOS ANGELES,90063-3103,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,06/03/1992,,"(34.0356, -118.2007)",34.0356,-118.2007
0002883276-0001-3,PRIME MEAT CO INC,PRIME PRODUCT,1414   ROSCOMARE ROAD,LOS ANGELES,90077-2207,1414 ROSCOMARE 90077-2207,,,,445210.0,Meat markets,5,01/26/2016,,"(34.0953, -118.4629)",34.0953,-118.4629
0002885987-0002-1,WEST GATE TRADING CORP,HIGHLAND MARKET,6818   HOLLYWOOD BLVD,LOS ANGELES,90028-6102,6818 HOLLYWOOD 90028-6102,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,11/02/2015,,"(34.1014, -118.3395)",34.1014,-118.3395
0002884462-0001-5,WILFRIDO ROMERO,,2615 E 2ND STREET   APARTMENT #3,LOS ANGELES,90033-4139,2615 2ND 90033-4139,,,,445230.0,Fruit & vegetable markets,14,01/10/2015,,"(34.041, -118.2077)",34.041,-118.2077
0002881239-0001-8,ANTONIA M RIOS GUZMAN,ENMANUEL MINI MARKET,4433 S ALAMEDA STREET   BUILDING #B19,LOS ANGELES,90058-2008,4433 ALAMEDA 90058,4433 S ALAMEDA STREET   BUILDING #B19,LOS ANGELES,90058-2008,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/15/2016,,"(34.0031, -118.2401)",34.0031,-118.2401
0000177837-0001-8,MUSHROOMS INC,NORTHERN PRODUCE,5354 E SLAUSON AVENUE,COMMERCE,90040-2917,5354 SLAUSON 90040-2917,1732   AVIATION BLVD   ## 342,REDONDO BEACH,90278-2810,445230.0,Fruit & vegetable markets,0,01/01/1951,,"(33.9866, -118.1692)",33.9866,-118.1692
