,FACILITY ID,FACILITY NAME,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,Location
195,FA0270037,7 ELEVEN STORE 39257B,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2251 W ROSECRANS AVE # 1,COMPTON,90222,33.9027249046,-118.2566732831,"(33.9027249046, -118.2566732831)"
196,FA0166882,7-ELEVEN #16933A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4323 E LIVE AK AVE,ARCADIA,91006,34.110729596599995,-118.00879799379999,"(34.1107295966, -118.0087979938)"
198,FA0203926,7-11,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",100 N GRAND AVE # A,WEST COVINA,91791,34.0734313911,-117.8723659216,"(34.0734313911, -117.8723659216)"
200,FA0003694,7 ELEVEN #2175 16020,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3243 SANTA ANITA AVE,SOUTH EL MONTE,91733,34.067304049200004,-118.042774805,"(34.0673040492, -118.042774805)"
201,FA0137707,100% NUTRICION,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1007 W GARDENA BLVD,GARDENA,90247,33.8818561186,-118.2917186297,"(33.8818561186, -118.2917186297)"
202,FA0226285,51ST MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",5026 S AVALON BLVD,LOS ANGELES,90011-4005,33.9968010454,-118.26519624219999,"(33.9968010454, -118.2651962422)"
203,FA0056821,7-ELEVEN #18911-B,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",16159 DEVONSHIRE ST,GRANADA HILLS,91344,34.2575703807,-118.4843832108,"(34.2575703807, -118.4843832108)"
204,FA0004158,99 CENTS ONLY STORE #058,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4929 N WOODRUFF AVE,LAKEWOOD,90713,33.8474824989,-118.11701540540001,"(33.8474824989, -118.1170154054)"
205,FA0003984,7-ELEVEN #20958,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6766 TAMPA AVE,RESEDA,91335,34.193582506700004,-118.5532596654,"(34.1935825067, -118.5532596654)"
207,FA0159629,7-ELEVEN STORE 39525B,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6810 E SLAUSON AVE,COMMERCE,90040,33.981866349,-118.14139963299999,"(33.981866349, -118.141399633)"
210,FA0173714,7-ELEVEN 17184,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10437 WHITTIER BLVD,WHITTIER,90606,33.9921978944,-118.06697674870001,"(33.9921978944, -118.0669767487)"
211,FA0202755,7-ELEVEN #16040D,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11001 WASHINGTON BLVD,CULVER CITY,90232,34.01141198,-118.4106624141,"(34.01141198, -118.4106624141)"
212,FA0002149,7-11 #18020 E-2171,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",304 E AVENUE I,LANCASTER,93535,34.703661394899996,-118.1257010614,"(34.7036613949, -118.1257010614)"
213,FA0003855,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10711 GLENOAKS BLVD,PACOIMA,91331,34.2640498615,-118.4015561449,"(34.2640498615, -118.4015561449)"
214,FA0004201,7-ELEVEN STORE # 39014B,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",18845 SHERMAN WAY STE # A,RESEDA,91335,34.2011983629,-118.5443392376,"(34.2011983629, -118.5443392376)"
216,FA0179304,7-ELEVEN STORE #22055E,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5575 N AZUSA AVE,AZUSA,91702,34.1140180532,-117.90775094719999,"(34.1140180532, -117.9077509472)"
217,FA0003699,7 ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6000 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91606,34.1797455444,-118.3963074457,"(34.1797455444, -118.3963074457)"
218,FA0002177,7-ELEVEN #19709D,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",265 W OLIVE AVE,BURBANK,91502,34.174338753200004,-118.3158443754,"(34.1743387532, -118.3158443754)"
220,FA0255800,24 HOUR FITNESS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10400 SEPULVEDA BLVD,MISSION HILLS,91345,34.2587636259,-118.4672892176,"(34.2587636259, -118.4672892176)"
221,FA0179268,7 - ELEVEN,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",610 S RAMPART BLVD # 3,LOS ANGELES,90057,34.0620138224,-118.2815731566,"(34.0620138224, -118.2815731566)"
222,FA0003351,24 HOUR FITNESS #118,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3699 WILSHIRE BLVD STE #110,LOS ANGELES,90010,34.0617480808,-118.30621953229999,"(34.0617480808, -118.3062195323)"
223,FA0002312,7-ELEVEN #24198-A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",18519 VICTORY BLVD,RESEDA,91335,34.1867584988,-118.53663172270001,"(34.1867584988, -118.5366317227)"
224,FA0004489,99 CENTS ONLY STORE #135,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",650 S ALVARADO ST,LOS ANGELES,90057,34.0577240459,-118.2758272368,"(34.0577240459, -118.2758272368)"
225,FA0032617,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6780 VINELAND AVE,NORTH HOLLYWOOD,91606,34.1936077362,-118.3701156681,"(34.1936077362, -118.3701156681)"
226,FA0003826,7-ELEVEN #39364,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10690 LAUREL CANYON BLVD # J,PACOIMA,91331,34.2644821822,-118.4380891834,"(34.2644821822, -118.4380891834)"
229,FA0056756,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",15105 LAKEWOOD BLVD,PARAMOUNT,90723,33.89620235,-118.1431283118,"(33.89620235, -118.1431283118)"
231,FA0004159,99 CENTS ONLY STORE #016,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",601 S FAIRFAX AVE,LOS ANGELES,90048,34.0647116478,-118.36154023969999,"(34.0647116478, -118.3615402397)"
232,FA0003850,7-ELEVEN #19356-E,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",17262 VANOWEN ST,VAN NUYS,91406,34.1937227029,-118.5094683464,"(34.1937227029, -118.5094683464)"
233,FA0003995,7-ELEVEN FOOD STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8960 WOODMAN AVE,PACOIMA,91331,34.2326759469,-118.43818908780001,"(34.2326759469, -118.4381890878)"
234,FA0256515,7-ELEVEN STORE 39833A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3672 W 3RD ST,LOS ANGELES,90020,34.068960667,-118.29621001299999,"(34.068960667, -118.296210013)"
236,FA0003527,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7858 VAN NUYS BLVD,PANORAMA CITY,91402,34.2137631146,-118.44850934639999,"(34.2137631146, -118.4485093464)"
237,FA0259950,7-ELEVEN STORE 18532E,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2900 HYPERION AVE,LOS ANGELES,90027,34.1095163583,-118.2710700644,"(34.1095163583, -118.2710700644)"
238,FA0003690,7 ELEVEN STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",19660 VANOWEN ST,RESEDA,91335,34.1936357375,-118.5618736225,"(34.1936357375, -118.5618736225)"
239,FA0056544,168 MARKET #803,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",933 E LAS TUNAS DR,SAN GABRIEL,91776,34.103561713699996,-118.087554668,"(34.1035617137, -118.087554668)"
240,FA0056750,7-ELEVEN STORE #18690-C,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",16711 S VERMONT AVE,GARDENA,90247,33.8793286252,-118.29163792930001,"(33.8793286252, -118.2916379293)"
241,FA0180119,99 CENTS & THRIFT STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",417 W EL SEGUNDO BLVD # 2,LOS ANGELES,90061,33.916447984899996,-118.2818796914,"(33.9164479849, -118.2818796914)"
242,FA0268896,7-ELEVEN STORE 19201D,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2005 LOMITA BLVD,LOMITA,90717,33.8002798646,-118.3149927677,"(33.8002798646, -118.3149927677)"
243,FA0264260,7-ELEVEN STORE 37063A,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",9701 VALLEY BLVD,ROSEMEAD,91770,34.0812698921,-118.057945265,"(34.0812698921, -118.057945265)"
244,FA0003669,54TH VAN NESS LIQUOR MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2201 W 54TH ST,LOS ANGELES,90043,33.9933533135,-118.3172451558,"(33.9933533135, -118.3172451558)"
246,FA0179655,99 CENT DISCOUNT,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3129 N GAREY AVE,POMONA,91767,34.1042772533,-117.7486224277,"(34.1042772533, -117.7486224277)"
247,FA0002323,7-ELEVEN #17635-E,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1647 SILVER LAKE BLVD,LOS ANGELES,90026,34.0892673017,-118.26881002020001,"(34.0892673017, -118.2688100202)"
248,FA0003347,24 HOUR FITNESS CLUB #113,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",240 N BRAND BLVD,GLENDALE,91203,34.1496951587,-118.2545639843,"(34.1496951587, -118.2545639843)"
249,FA0056839,7-ELVEN #24131 B,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7609 SANTA MONICA BLVD,WEST HOLLYWOOD,90046,34.0909349669,-118.3553465377,"(34.0909349669, -118.3553465377)"
250,FA0004012,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",500 W 7TH ST,LOS ANGELES,90014,34.0465087134,-118.25581855739999,"(34.0465087134, -118.2558185574)"
252,FA0056605,24 HOUR FITNESS CLUB #170,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",715 E HUNTINGTON DR,MONROVIA,91016,34.1416267739,-117.99028724889999,"(34.1416267739, -117.9902872489)"
253,FA0138435,7-ELEVEN STORE #34735A,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",4436 SEPULVEDA BLVD,CULVER CITY,90230,34.0029684668,-118.4063723598,"(34.0029684668, -118.4063723598)"
254,FA0056833,7-ELEVEN # 179736,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8001 S GREENLEAF AVE,WHITTIER,90601,33.9679061595,-118.0377549403,"(33.9679061595, -118.0377549403)"
255,FA0003021,24 HOUR FITNESS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1530 W WEST COVINA PKWY,WEST COVINA,91790,34.069661290999996,-117.9404027193,"(34.069661291, -117.9404027193)"
256,FA0159920,7 24 MINI MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13517 AVALON BLVD,LOS ANGELES,90061,33.908621319299996,-118.26560094450001,"(33.9086213193, -118.2656009445)"
257,FA0002314,7-ELEVEN #138786G,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",27222 WHITES CANYON RD,CANYON COUNTRY,91351,34.4164325079,-118.47169972639999,"(34.4164325079, -118.4716997264)"
259,FA0002139,7 ELEVEN #25051,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12170 RAMONA BLVD,EL MONTE,91732,34.075573091100004,-118.008122468,"(34.0755730911, -118.008122468)"
260,FA0056882,98 ST OK MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9727 S FIGUEROA ST,LOS ANGELES,90003,33.947532023899996,-118.2829368021,"(33.9475320239, -118.2829368021)"
261,FA0003968,7-ELEVEN #23577C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1101 S GLENDALE AVE,GLENDALE,91205,34.1611192413,-118.2373267789,"(34.1611192413, -118.2373267789)"
262,FA0056802,7-ELEVEN #26165,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",5583 RESEDA BLVD,TARZANA,91356,34.1719374587,-118.536163896,"(34.1719374587, -118.536163896)"
263,FA0267257,7- ELEVEN STORE 26660C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",16450 VANOWEN ST,VAN NUYS,91406,34.1938794885,-118.4920429716,"(34.1938794885, -118.4920429716)"
264,FA0167809,168 MARKET #806,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",17120 COLIMA RD,HACIENDA HEIGHTS,91745,33.9898366072,-117.93415934629999,"(33.9898366072, -117.9341593463)"
266,FA0165409,7- ELEVEN #34754A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4299 S CRENSHAW BLVD,LOS ANGELES,90008,34.005450939,-118.334058166,"(34.005450939, -118.334058166)"
268,FA0003511,6TH & CATALINA CHEVRON,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3325 W 6TH ST,LOS ANGELES,90005,34.0637391358,-118.2947704058,"(34.0637391358, -118.2947704058)"
269,FA0056799,7-ELEVEN #17565C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1003 S BALDWIN AVE,ARCADIA,91007,34.1287013082,-118.0551119275,"(34.1287013082, -118.0551119275)"
271,FA0002585,99 CENTS ONLY STORE #048,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",955 W SEPULVEDA BLVD,TORRANCE,90502,33.8110606758,-118.2918162116,"(33.8110606758, -118.2918162116)"
272,FA0003688,7 DAYS LIQUOR,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1700 S VICTORY BLVD,GLENDALE,91201,34.161218996,-118.30079811799999,"(34.161218996, -118.300798118)"
273,FA0241145,168 MARKET #801,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1421 E VALLEY BLVD,ALHAMBRA,91801-5239,34.0792774674,-118.1098966717,"(34.0792774674, -118.1098966717)"
274,FA0004166,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1451 S LA CIENEGA BLVD,LOS ANGELES,90035,34.0517481941,-118.3763343068,"(34.0517481941, -118.3763343068)"
275,FA0003186,24 HOUR FITNESS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13395 E BEACH BLVD,LA MIRADA,90638,33.9105259965,-117.9773034232,"(33.9105259965, -117.9773034232)"
276,FA0003813,7-ELEVEN #24142D,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",345 W MANCHESTER BLVD,INGLEWOOD,90301,33.9619857176,-118.36144967879999,"(33.9619857176, -118.3614496788)"
277,FA0056910,99 CENTS ONLY STORE #230,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10911 VICTORY BLVD,NORTH HOLLYWOOD,91601,34.1868677182,-118.3686152193,"(34.1868677182, -118.3686152193)"
278,FA0004165,7-ELEVEN #14025C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",9028 E GALLATIN RD,PICO RIVERA,90660,34.0167667535,-118.0784286833,"(34.0167667535, -118.0784286833)"
279,FA0165262,7-ELEVEN STORE 16848C,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",4800 120TH ST,HAWTHORNE,90250,33.9235414834,-118.36142632709999,"(33.9235414834, -118.3614263271)"
280,FA0263233,7 ELEVEN #38076A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11844 FOOTHILL BLVD,SYLMAR,91342,34.2737523416,-118.39423616559999,"(34.2737523416, -118.3942361656)"
281,FA0056795,7-ELEVEN #26188,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1874 S WESTERN AVE,LOS ANGELES,90006,34.040369979299996,-118.3088043237,"(34.0403699793, -118.3088043237)"
282,FA0138054,7-ELEVEN STORE #34753B,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10656 ROSECRANS AVE #A,NORWALK,90650-3463,33.9019837118,-118.10622909790001,"(33.9019837118, -118.1062290979)"
283,FA0004013,7-ELEVEN #33543,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11767 CARSON ST,LAKEWOOD,90715,33.8318277368,-118.08209046700001,"(33.8318277368, -118.082090467)"
285,FA0002491,99 CENTS ONLY STORE #059,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3451 E WHITTIER BLVD,LOS ANGELES,90023,34.0271774681,-118.1992487834,"(34.0271774681, -118.1992487834)"
288,FA0240672,7-ELEVEN STORE 39700A,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",28529 SAND CANYON RD,CANYON COUNTRY,91387-2151,34.426550811300004,-118.4237321391,"(34.4265508113, -118.4237321391)"
290,FA0056806,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",4343 W SLAUSON AVE,LOS ANGELES,90043,33.9893597369,-118.35142736600001,"(33.9893597369, -118.351427366)"
291,FA0177141,54TH ST MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2731 W 54TH ST,LOS ANGELES,90043,33.9933229405,-118.3234301728,"(33.9933229405, -118.3234301728)"
292,FA0159143,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15317 VANOWEN ST,VAN NUYS,91406,34.1941001777,-118.4669176159,"(34.1941001777, -118.4669176159)"
293,FA0003858,7-ELEVEN #27005-A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11853 DOWNEY AVE,DOWNEY,90241,33.9324657392,-118.1388037367,"(33.9324657392, -118.1388037367)"
294,FA0003020,24 HOUR FITNESS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1220 W AVENUE K,LANCASTER,93534,34.6733836683,-118.1529657441,"(34.6733836683, -118.1529657441)"
295,FA0003840,7-ELEVEN STORE 340558,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",28088 BOUQUET CANYON RD,SANTA CLARITA,91350,34.4511472754,-118.4972466041,"(34.4511472754, -118.4972466041)"
297,FA0056831,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1001 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,34.204858759699995,-118.20045632909999,"(34.2048587597, -118.2004563291)"
298,FA0004142,99 CENTS ONLY STORE #033,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6122 PACIFIC BLVD,HUNTINGTON PARK,90255,33.9847357746,-118.2250197617,"(33.9847357746, -118.2250197617)"
299,FA0004512,99 CENTS ONLY STORE,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2801 PICO BLVD,SANTA MONICA,90405,34.0246065803,-118.4605315128,"(34.0246065803, -118.4605315128)"
300,FA0261931,7-ELEVEN STORE 37754A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1717 S SOTO ST,LOS ANGELES,90023,34.0175979956,-118.2201070947,"(34.0175979956, -118.2201070947)"
303,FA0056708,7- ELEVEN,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",10965 FIRESTONE BLVD,NORWALK,90650,33.922713723200005,-118.09963164969999,"(33.9227137232, -118.0996316497)"
304,FA0002136,7 ELEVEN #2135-17518,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",803 E MISSION BLVD,POMONA,91766,34.0556351949,-117.7409364639,"(34.0556351949, -117.7409364639)"
305,FA0137098,99 CENT AND MARKET MATAMORO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5859 S COMPTON AVE,LOS ANGELES,90001,33.9882921833,-118.2479531739,"(33.9882921833, -118.2479531739)"
306,FA0003712,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1535 AVIATION BLVD,REDONDO BEACH,90278,33.8689972513,-118.3829425946,"(33.8689972513, -118.3829425946)"
307,FA0001538,100% MEXICANA,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3225 S CENTRAL AVE,LOS ANGELES,90011,34.0140707186,-118.2566772765,"(34.0140707186, -118.2566772765)"
309,FA0032616,7-ELEVEN 39022A,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1865 LINCOLN BLVD STE #1,SANTA MONICA,90401,34.012630938200004,-118.48328046510001,"(34.0126309382, -118.4832804651)"
312,FA0175829,7-ELEVEN #35768A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12411 SHELDON ST,SUN VALLEY,91352,34.2324907958,-118.40329644559999,"(34.2324907958, -118.4032964456)"
313,FA0160526,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8254 WHITE OAK AVE,NORTHRIDGE,91325,34.2207264699,-118.5184113543,"(34.2207264699, -118.5184113543)"
316,FA0056767,7-ELEVEN #13751A,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",6419 E DEL AMO BLVD,LAKEWOOD,90713,33.8472539391,-118.10687043709999,"(33.8472539391, -118.1068704371)"
318,FA0221914,7-ELEVEN  STORE 39764A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",102 E HUNTINGTON DR,ARCADIA,91006,34.1400626229,-118.0279693362,"(34.1400626229, -118.0279693362)"
319,FA0270544,7-ELEVEN STORE 19329E,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3705 PUENTE AVE,BALDWIN PARK,91706,34.0795384982,-117.95214324770001,"(34.0795384982, -117.9521432477)"
320,FA0267028,7-ELEVEN STORE #17169B,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",281 E POMONA BLVD,MONTEREY PARK,91755-7237,34.0336194605,-118.1252916932,"(34.0336194605, -118.1252916932)"
321,FA0003829,7-ELEVEN #13886C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",26815 SECO CANYON RD,SANTA CLARITA,91350,34.4338764763,-118.5319722706,"(34.4338764763, -118.5319722706)"
322,FA0056716,7 ELEVEN 2133-32829,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23701 VANOWEN ST,WEST HILLS,91307,34.1933951086,-118.6426078029,"(34.1933951086, -118.6426078029)"
323,FA0003947,777 MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1900 S LA BREA AVE # 1,LOS ANGELES,90016,34.040077312600005,-118.3476402697,"(34.0400773126, -118.3476402697)"
325,FA0003352,24 HOUR FITNESS- MY STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6380 W SUNSET BLVD,LOS ANGELES,90028,34.0977494176,-118.3284326533,"(34.0977494176, -118.3284326533)"
328,FA0166428,7-ELEVEN STORE 36961A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",301 E FLORENCE AVE,LOS ANGELES,90003,33.9748831933,-118.26899525459999,"(33.9748831933, -118.2689952546)"
331,FA0002584,99 CENTS ONLY STORE #042,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8625 WOODMAN AVE,PANORAMA CITY,91402,34.227026594899996,-118.4337631232,"(34.2270265949, -118.4337631232)"
332,FA0002296,7-ELEVEN #18819-C,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10660 SEPULVEDA BLVD,MISSION HILLS,91345,34.2643053338,-118.46697458700001,"(34.2643053338, -118.466974587)"
334,FA0004136,98 DISCOUNT STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7344 VAN NUYS BLVD #3,VAN NUYS,91405,34.2041401703,-118.4487165197,"(34.2041401703, -118.4487165197)"
335,FA0170103,7-ELEVEN #37042A,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11255 S NORMANDIE AVE,LOS ANGELES,90044,33.9312088369,-118.3004966451,"(33.9312088369, -118.3004966451)"
336,FA0002274,7-ELEVEN #19667,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6701 SANTA MONICA BLVD,LOS ANGELES,90038,34.0908858715,-118.3364204918,"(34.0908858715, -118.3364204918)"
337,FA0003523,7 ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11351 MOORPARK ST,STUDIO CITY,91604,34.150522737399996,-118.3785381898,"(34.1505227374, -118.3785381898)"
339,FA0166103,7-ELEVEN,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",9403 ARTESIA BLVD,BELLFLOWER,90706,33.8751040369,-118.1335343175,"(33.8751040369, -118.1335343175)"
340,FA0171630,168 MARKET #805,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",19725 COLIMA RD,ROWLAND HEIGHTS,91748,33.9864770007,-117.8725912706,"(33.9864770007, -117.8725912706)"
341,FA0004003,7-ELEVEN STORE #13836D,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8807 MISSION DR,ROSEMEAD,91770,34.086049551,-118.07739492209998,"(34.086049551, -118.0773949221)"
342,FA0258458,99 CENTS + STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7230 VARIEL AVE STE G,CANOGA PARK,91303,34.2016155,-118.5927535653,"(34.2016155, -118.5927535653)"
343,FA0004485,98~ STORE YOUR CONVENIENCE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4415 EAGLE ROCK BLVD,LOS ANGELES,90041,34.1246272535,-118.22065776299999,"(34.1246272535, -118.220657763)"
344,FA0004006,7-ELEVEN #13993 E,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",530 N DIAMOND BAR BLVD #,DIAMOND BAR,91765,34.0295269016,-117.81015089709999,"(34.0295269016, -117.8101508971)"
345,FA0266006,21MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2020 HOOPER AVE,LOS ANGELES,90011-1335,34.0199381311,-118.247067611,"(34.0199381311, -118.247067611)"
346,FA0003818,7-ELEVEN,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",8244 S NORWALK BLVD,WHITTIER,90606,33.9687584551,-118.0711665538,"(33.9687584551, -118.0711665538)"
347,FA0056811,7-ELEVEN STORE #39648A,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",14160 PARAMOUNT BLVD,PARAMOUNT,90723,33.9049574815,-118.1600141504,"(33.9049574815, -118.1600141504)"
348,FA0138754,7-ELEVEN #39672,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3708 W SLAUSON AVE,LOS ANGELES,90043,33.9887792145,-118.338182049,"(33.9887792145, -118.338182049)"
349,FA0056820,7-ELEVEN #25330-C,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5791 RODEO RD,LOS ANGELES,90016,34.0218643791,-118.371750416,"(34.0218643791, -118.371750416)"
351,FA0056921,99 CENTS ONLY STORE,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1030 E AVENUE J,LANCASTER,93535,34.6881457285,-118.11084096180001,"(34.6881457285, -118.1108409618)"
352,FA0004196,7-ELEVEN #18517-D,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",3507 LIBERTY BLVD,SOUTH GATE,90280,33.9602124137,-118.2050520963,"(33.9602124137, -118.2050520963)"
353,FA0002272,7-ELEVEN #21044B,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",14835 S PIONEER BLVD,NORWALK,90650,33.8970604508,-118.0826835628,"(33.8970604508, -118.0826835628)"
354,FA0004181,7-ELEVEN STORE 39559B,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1212 N WHITE AVE,POMONA,91768,34.0700840413,-117.758938305,"(34.0700840413, -117.758938305)"
355,FA0268125,7-ELEVEN STORE 18090F,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6564 E OLYMPIC BLVD,LOS ANGELES,90022-5451,34.0114957144,-118.1311375855,"(34.0114957144, -118.1311375855)"
356,FA0003827,7-ELEVEN #34147A,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3201 N BROADWAY,LOS ANGELES,90031,34.0739190341,-118.2076335391,"(34.0739190341, -118.2076335391)"
357,FA0257108,7-ELEVEN STORE 29939D,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1347 S AZUSA AVE STE A,WEST COVINA,91791,34.0506273353,-117.9081161857,"(34.0506273353, -117.9081161857)"
